,UNIT_ID,ALARM_DATE,CONT_DATE,CAUSE,SHAPE_Area,NumberOfDays
20860,LAC,2018-06-04 00:00:00+00:00,2018-06-05 00:00:00+00:00,2 - Equipment Use,-8076638.405,1 days
20861,LAC,2018-10-16 00:00:00+00:00,2018-10-16 00:00:00+00:00,14 - Unkown / Unidentified,-12957.91236,0 days
20862,LAC,2018-11-01 00:00:00+00:00,2018-11-01 00:00:00+00:00,2 - Equipment Use,-514.1816122,0 days
20863,LAC,2018-09-22 00:00:00+00:00,2018-09-23 00:00:00+00:00,14 - Unkown / Unidentified,-20020954.23,1 days
20864,LAC,2018-11-08 00:00:00+00:00,2018-11-08 00:00:00+00:00,14 - Unkown / Unidentified,-573850675.4,0 days
20865,LAC,2018-10-10 00:00:00+00:00,2018-10-10 00:00:00+00:00,11 - Powerline,-791.4054734,0 days
20866,LAC,2018-10-31 00:00:00+00:00,2018-10-31 00:00:00+00:00,14 - Unkown / Unidentified,-7975.653384,0 days
20867,LAC,2018-11-07 00:00:00+00:00,2018-11-14 00:00:00+00:00,9 - Miscellaneous,-41912.03016,7 days
20868,LAC,2018-09-09 00:00:00+00:00,2018-09-09 00:00:00+00:00,14 - Unkown / Unidentified,-1316299.027,0 days
20869,LAC,2018-12-25 00:00:00+00:00,2018-12-25 00:00:00+00:00,11 - Powerline,-13017.63541,0 days
21305,LAC,2019-10-24 00:00:00+00:00,2019-10-31 00:00:00+00:00,14 - Unkown / Unidentified,-27336078.75,7 days
